date;department;category;region;budget_amount;actual_amount;payment_method;transaction_id
30/5/2021;Finance;Infrastructure;West;80954;27386;UPI;TXN109532
22/6/2021;Finance;Travel;West;134242;84851;UPI;TXN109543
16/11/2023;Finance;Utilities;West;87083;137298;UPI;TXN109616
28/3/2022;Finance;Infrastructure;West;11823;91963;UPI;TXN109671
10/3/2022;Finance;Infrastructure;West;122082;38545;UPI;TXN109683
5/8/2021;Finance;Infrastructure;West;122917;20595;UPI;TXN109733
17/8/2021;Finance;Training;West;15550;25928;UPI;TXN109751
7/6/2022;Finance;Utilities;West;127685;133949;UPI;TXN109860
19/5/2023;Finance;Travel;West;23682;48791;UPI;TXN109868
18/5/2022;Finance;Infrastructure;West;30192;39926;UPI;TXN109988
18/11/2022;Sales;Marketing;North;103948;76187;Card;TXN100026
17/7/2022;Sales;Marketing;North;129239;163833;Card;TXN100028
9/4/2021;Sales;Marketing;North;77431;118930;Cash;TXN100096
25/6/2022;Sales;Marketing;North;79951;86138;Card;TXN100120
10/10/2023;Sales;Marketing;North;31203;102468;Cash;TXN100126
3/9/2021;Sales;Marketing;North;41485;158145;Cash;TXN100269
22/2/2022;Sales;Marketing;North;15109;62617;Bank Transfer;TXN100390
15/4/2021;Sales;Marketing;North;47165;69541;Cash;TXN100542
8/4/2021;Sales;Marketing;North;45569;51816;Cash;TXN100590
2/3/2021;Sales;Marketing;North;141137;102072;Cash;TXN100626
8/7/2023;Sales;Marketing;North;76527;159094;Bank Transfer;TXN100671
25/1/2023;Sales;Marketing;North;12019;90267;Bank Transfer;TXN100824
7/11/2023;Sales;Marketing;North;54049;136367;Card;TXN101045
11/4/2022;Sales;Marketing;North;89164;86295;Card;TXN101070
24/5/2023;Sales;Marketing;North;104301;71297;Card;TXN101395
21/3/2022;Sales;Marketing;North;17512;54422;Cash;TXN101419
11/9/2022;Sales;Marketing;North;40245;151491;Cash;TXN101601
18/10/2021;Sales;Marketing;North;43107;76830;UPI;TXN101618
9/2/2023;Sales;Marketing;North;84227;159925;Cash;TXN101676
9/2/2023;Sales;Marketing;North;77081;62887;Card;TXN101752
29/1/2023;Sales;Marketing;North;51845;96908;Bank Transfer;TXN101896
17/7/2021;Sales;Marketing;North;45961;141241;UPI;TXN102093
25/12/2022;Sales;Marketing;North;12786;145298;UPI;TXN102315
18/2/2023;Sales;Marketing;North;21179;36984;Cash;TXN102401
22/6/2023;Sales;Marketing;North;85179;156259;Bank Transfer;TXN102650
6/11/2022;Sales;Marketing;North;138362;74274;Card;TXN102831
25/3/2021;Sales;Marketing;North;90338;149495;UPI;TXN103028
2/5/2023;Sales;Marketing;North;107193;155445;UPI;TXN103965
13/7/2023;Sales;Marketing;North;62563;131211;Bank Transfer;TXN104453
21/12/2022;Sales;Marketing;North;64428;33791;Bank Transfer;TXN104505
16/12/2023;Sales;Marketing;North;23720;146352;Bank Transfer;TXN104651
4/9/2021;Sales;Marketing;North;89082;29102;Cash;TXN104800
22/4/2021;Sales;Marketing;North;90615;56533;Bank Transfer;TXN105040
9/5/2021;Sales;Marketing;North;119181;121054;Card;TXN105085
10/5/2021;Sales;Marketing;North;132851;137242;Cash;TXN105142
13/7/2022;Sales;Marketing;North;125945;153156;Cash;TXN105189
15/9/2023;Sales;Marketing;North;110580;77538;Cash;TXN105193
31/7/2022;Sales;Marketing;North;84202;44050;Bank Transfer;TXN105455
17/12/2023;Sales;Marketing;North;100759;99885;Card;TXN105683
4/3/2022;Sales;Marketing;North;23501;74371;Cash;TXN105710
23/8/2021;Sales;Marketing;North;129496;161080;Cash;TXN105727
4/6/2021;Sales;Marketing;North;47239;62994;Cash;TXN105953
1/4/2022;Sales;Marketing;North;68200;53326;Card;TXN105955
6/7/2022;Sales;Marketing;North;57554;156114;Card;TXN106214
29/3/2023;Sales;Marketing;North;148364;95425;Bank Transfer;TXN106537
13/2/2022;Sales;Marketing;North;10375;14923;Cash;TXN106609
26/5/2023;Sales;Marketing;North;147417;155871;Bank Transfer;TXN106613
26/9/2023;Sales;Marketing;North;39676;149919;Bank Transfer;TXN106718
1/4/2021;Sales;Marketing;North;85300;164271;Cash;TXN107108
21/6/2022;Sales;Marketing;North;125886;27814;Bank Transfer;TXN107454
16/10/2021;Sales;Marketing;North;58867;13029;UPI;TXN107472
26/1/2022;Sales;Marketing;North;38062;94850;UPI;TXN107827
29/8/2021;Sales;Marketing;North;48108;59719;Cash;TXN107887
15/2/2022;Sales;Marketing;North;42967;28275;Card;TXN108010
7/11/2023;Sales;Marketing;North;106599;105385;Card;TXN108086
15/4/2022;Sales;Marketing;North;49820;75073;Cash;TXN108212
3/8/2022;Sales;Marketing;North;52756;68551;UPI;TXN108660
2/2/2023;Sales;Marketing;North;99646;145028;Bank Transfer;TXN108721
2/4/2021;Sales;Marketing;North;91940;85830;Bank Transfer;TXN108786
23/2/2022;Sales;Marketing;North;12790;139250;UPI;TXN108974
31/7/2023;Sales;Marketing;North;90990;15474;Cash;TXN109083
5/7/2021;Sales;Marketing;North;118196;69662;Cash;TXN109354
30/8/2022;Sales;Marketing;North;145440;77126;Card;TXN109438
9/1/2023;Sales;Marketing;North;117036;28576;UPI;TXN109789
23/1/2022;IT;Marketing;North;42323;118946;Cash;TXN100034
12/11/2021;Marketing;Marketing;North;17927;121002;UPI;TXN100036
17/6/2023;HR;Marketing;North;117167;15153;Bank Transfer;TXN100041
20/7/2022;Finance;Marketing;North;69461;114280;Card;TXN100050
27/9/2021;IT;Marketing;North;78578;14549;Bank Transfer;TXN100057
6/2/2023;Operations;Marketing;North;137791;147565;Card;TXN100156
31/5/2021;IT;Marketing;North;52042;143417;UPI;TXN100180
30/6/2021;HR;Marketing;North;144884;95672;Cash;TXN100250
16/6/2023;Finance;Marketing;North;98777;10020;Bank Transfer;TXN100333
2/12/2021;Operations;Marketing;North;84564;167498;Card;TXN100366
29/10/2023;Operations;Marketing;North;90459;144210;Bank Transfer;TXN100504
26/5/2021;Finance;Marketing;North;53003;119333;Bank Transfer;TXN100534
24/8/2021;IT;Marketing;North;26961;123196;Card;TXN100574
24/1/2022;HR;Marketing;North;72676;129767;Card;TXN100575
3/2/2023;Finance;Marketing;North;137589;90655;Bank Transfer;TXN100587
29/10/2022;Finance;Marketing;North;147198;33826;Card;TXN100623
26/10/2023;HR;Marketing;North;148265;164047;UPI;TXN100629
10/6/2022;Finance;Marketing;North;23349;57679;Card;TXN100666
15/9/2022;IT;Marketing;North;75837;121841;UPI;TXN100694
23/11/2022;Marketing;Marketing;North;15520;139835;UPI;TXN100699
16/11/2023;IT;Marketing;North;107057;31872;Bank Transfer;TXN100730
23/4/2021;Finance;Marketing;North;55883;11675;Card;TXN100737
16/9/2021;Marketing;Marketing;North;145246;91610;Card;TXN100746
24/8/2022;HR;Marketing;North;42185;137427;UPI;TXN100775
20/11/2021;Marketing;Marketing;North;143054;58564;Cash;TXN100819
4/3/2021;Finance;Marketing;North;136292;14420;Bank Transfer;TXN100887
22/12/2022;IT;Marketing;North;44459;64808;Cash;TXN100981
18/3/2022;Operations;Marketing;North;44139;31975;UPI;TXN100989
2/9/2022;Finance;Marketing;North;138443;166593;Card;TXN100991
24/11/2022;Marketing;Marketing;North;29012;140297;Cash;TXN101020
6/7/2021;Finance;Marketing;North;126648;144020;Card;TXN101026
24/7/2023;IT;Marketing;North;81358;70586;Bank Transfer;TXN101090
7/11/2021;Marketing;Marketing;North;94213;65199;Card;TXN101112
15/12/2021;Finance;Marketing;North;85085;166637;Card;TXN101204
9/2/2021;Operations;Marketing;North;115550;105557;Bank Transfer;TXN101208
27/3/2023;Operations;Marketing;North;111447;69506;Card;TXN101214
31/5/2022;IT;Marketing;North;40691;112692;UPI;TXN101287
18/8/2023;Finance;Marketing;North;37124;107622;Bank Transfer;TXN101319
12/4/2021;Operations;Marketing;North;55350;73488;UPI;TXN101348
26/4/2021;HR;Marketing;North;12670;77279;Card;TXN101365
2/5/2021;Finance;Marketing;North;15179;145282;Bank Transfer;TXN101370
21/7/2023;Marketing;Marketing;North;77344;62241;UPI;TXN101440
25/1/2023;HR;Marketing;North;141717;47821;Cash;TXN101442
18/4/2023;IT;Marketing;North;147706;130429;Bank Transfer;TXN101468
30/7/2022;Operations;Marketing;North;27470;90515;UPI;TXN101487
6/10/2023;IT;Marketing;North;100583;89784;UPI;TXN101508
19/11/2022;Operations;Marketing;North;27789;143497;Bank Transfer;TXN101550
26/12/2022;HR;Marketing;North;110277;125677;Cash;TXN101563
12/2/2021;Marketing;Marketing;North;88990;136272;Card;TXN101591
11/9/2023;Finance;Marketing;North;134514;77159;Cash;TXN101643
7/5/2023;Marketing;Marketing;North;46409;151464;Card;TXN101655
1/7/2023;IT;Marketing;North;75293;119830;Card;TXN101725
5/5/2022;Finance;Marketing;North;141972;36421;UPI;TXN101763
9/11/2022;Finance;Marketing;North;28059;121774;Bank Transfer;TXN101767
27/12/2023;Marketing;Marketing;North;20687;144265;Bank Transfer;TXN101770
9/2/2022;Operations;Marketing;North;46652;29241;Cash;TXN101849
16/9/2022;HR;Marketing;North;127747;35392;Cash;TXN101875
18/3/2022;Marketing;Marketing;North;121950;15179;UPI;TXN101927
16/4/2023;Finance;Marketing;North;17460;32174;Cash;TXN101941
9/6/2021;Marketing;Marketing;North;120723;151250;Bank Transfer;TXN101954
1/8/2021;HR;Marketing;North;81706;14870;UPI;TXN101994
12/10/2023;Marketing;Marketing;North;66500;114369;Cash;TXN102038
6/8/2022;Operations;Marketing;North;43609;96184;Card;TXN102057
19/6/2023;Operations;Marketing;North;130501;52722;Card;TXN102064
5/2/2023;Finance;Marketing;North;75580;153374;Bank Transfer;TXN102065
19/3/2021;Finance;Marketing;North;103300;151004;Bank Transfer;TXN102097
7/7/2021;Finance;Marketing;North;59054;30303;UPI;TXN102128
15/7/2022;Operations;Marketing;North;85237;147719;UPI;TXN102201
1/8/2021;IT;Marketing;North;63694;23886;UPI;TXN102213
19/10/2023;HR;Marketing;North;98164;155548;UPI;TXN102284
31/3/2023;Operations;Marketing;North;77510;31052;Cash;TXN102383
30/11/2021;Marketing;Marketing;North;29494;53610;Bank Transfer;TXN102387
11/6/2022;Marketing;Marketing;North;14726;43368;Card;TXN102417
10/1/2022;Operations;Marketing;North;18911;32285;UPI;TXN102528
1/12/2023;Finance;Marketing;North;35644;123028;Cash;TXN102533
25/11/2023;Finance;Marketing;North;94872;89189;UPI;TXN102574
14/4/2021;HR;Marketing;North;88105;81980;UPI;TXN102612
19/1/2021;HR;Marketing;North;131720;63308;Cash;TXN102678
4/3/2022;Operations;Marketing;North;86851;111689;Cash;TXN102764
20/12/2021;Marketing;Marketing;North;117181;164823;Cash;TXN103006
13/5/2023;Operations;Marketing;North;82519;31818;UPI;TXN103053
11/7/2021;Operations;Marketing;North;41989;62206;UPI;TXN103121
9/8/2022;Operations;Marketing;North;71466;139669;Cash;TXN103205
14/7/2022;IT;Marketing;North;140140;124274;Bank Transfer;TXN103223
10/4/2021;HR;Marketing;North;144684;74648;Bank Transfer;TXN103225
15/11/2021;Marketing;Marketing;North;118873;153327;Cash;TXN103291
28/11/2023;Marketing;Marketing;North;145092;126723;Cash;TXN103334
5/12/2023;Marketing;Marketing;North;136853;168591;Cash;TXN103389
17/10/2023;Marketing;Marketing;North;107347;126893;Card;TXN103407
29/12/2021;Finance;Marketing;North;145432;83387;Card;TXN103418
23/3/2021;HR;Marketing;North;14481;54534;Bank Transfer;TXN103489
30/4/2022;Marketing;Marketing;North;105651;142476;Bank Transfer;TXN103520
9/3/2021;Operations;Marketing;North;25836;107448;Bank Transfer;TXN103631
28/6/2021;Operations;Marketing;North;124595;116092;Cash;TXN103710
25/2/2021;IT;Marketing;North;110532;165624;Bank Transfer;TXN103739
3/11/2023;Marketing;Marketing;North;139278;162879;Cash;TXN103751
11/4/2021;Marketing;Marketing;North;28951;88925;UPI;TXN103753
1/10/2022;Operations;Marketing;North;127288;156842;UPI;TXN103839
11/8/2023;HR;Marketing;North;38879;18437;Cash;TXN103887
21/5/2022;Marketing;Marketing;North;146991;166180;Cash;TXN103898
27/6/2022;IT;Marketing;North;45165;65918;UPI;TXN104029
9/11/2022;Marketing;Marketing;North;66040;11512;Bank Transfer;TXN104040
25/1/2022;Marketing;Marketing;North;85229;131860;Card;TXN104069
28/1/2023;Marketing;Marketing;North;139649;78439;Bank Transfer;TXN104108
8/9/2023;IT;Marketing;North;130931;35798;UPI;TXN104228
23/1/2022;HR;Marketing;North;32537;95142;Cash;TXN104276
16/7/2023;Marketing;Marketing;North;127388;118103;Cash;TXN104302
12/12/2022;HR;Marketing;North;149804;51766;Cash;TXN104315
14/9/2022;HR;Marketing;North;107821;116523;Card;TXN104364
30/11/2022;Operations;Marketing;North;129904;111579;Cash;TXN104384
1/7/2023;IT;Marketing;North;33070;81025;Cash;TXN104389
11/3/2022;HR;Marketing;North;81655;8352;UPI;TXN104459
6/10/2023;Marketing;Marketing;North;149459;69572;Bank Transfer;TXN104519
26/11/2021;Operations;Marketing;North;42918;37563;Card;TXN104520
3/3/2022;Operations;Marketing;North;48413;134663;Card;TXN104532
25/1/2022;Finance;Marketing;North;92678;48071;UPI;TXN104565
3/8/2022;IT;Marketing;North;144443;95709;Bank Transfer;TXN104586
20/2/2022;Finance;Marketing;North;58974;38549;Cash;TXN104604
26/12/2023;Marketing;Marketing;North;53518;17765;Bank Transfer;TXN104671
31/8/2023;Operations;Marketing;North;131271;38427;UPI;TXN104676
26/9/2023;Operations;Marketing;North;122658;152621;Bank Transfer;TXN104678
26/3/2021;Operations;Marketing;North;25271;13765;Bank Transfer;TXN104713
11/12/2021;Marketing;Marketing;North;79752;61189;Cash;TXN104775
27/7/2023;HR;Marketing;North;50033;26935;Bank Transfer;TXN104806
14/11/2023;HR;Marketing;North;73409;22916;Bank Transfer;TXN104912
28/5/2023;Marketing;Marketing;North;16646;17793;Cash;TXN104971
20/10/2022;IT;Marketing;North;106137;83891;UPI;TXN105002
16/5/2023;Operations;Marketing;North;67916;34662;Bank Transfer;TXN105006
22/6/2022;Operations;Marketing;North;13067;21734;Cash;TXN105060
14/10/2022;Operations;Marketing;North;101396;87725;Bank Transfer;TXN105082
14/8/2023;IT;Marketing;North;138826;162190;Card;TXN105131
29/12/2022;Finance;Marketing;North;91177;117028;Cash;TXN105162
9/10/2022;Finance;Marketing;North;106430;137508;Cash;TXN105277
13/12/2022;HR;Marketing;North;55456;85247;Card;TXN105359
12/3/2023;Finance;Marketing;North;139716;26852;Card;TXN105363
7/8/2022;HR;Marketing;North;74729;41424;UPI;TXN105397
31/3/2021;Finance;Marketing;North;44354;139053;Bank Transfer;TXN105422
13/7/2023;Marketing;Marketing;North;67121;129268;Bank Transfer;TXN105451
25/2/2022;IT;Marketing;North;73552;60579;UPI;TXN105460
25/8/2021;Operations;Marketing;North;128239;69978;UPI;TXN105462
14/10/2023;Operations;Marketing;North;87011;41677;Card;TXN105567
25/7/2021;HR;Marketing;North;28350;84297;Bank Transfer;TXN105586
18/5/2023;Marketing;Marketing;North;109260;37725;UPI;TXN105589
31/3/2023;Operations;Marketing;North;146752;19740;Bank Transfer;TXN105616
19/2/2023;Marketing;Marketing;North;42850;126401;UPI;TXN105685
4/5/2023;Operations;Marketing;North;68364;108570;Cash;TXN105705
27/4/2021;Finance;Marketing;North;129378;151102;Card;TXN105824
13/6/2023;IT;Marketing;North;16082;73029;UPI;TXN105889
20/9/2023;Operations;Marketing;North;144419;114646;Card;TXN105896
5/1/2023;IT;Marketing;North;105413;122251;Cash;TXN105898
16/6/2023;Finance;Marketing;North;110991;68099;Bank Transfer;TXN105908
6/5/2021;HR;Marketing;North;110718;136350;Bank Transfer;TXN105915
6/8/2023;Operations;Marketing;North;101068;135991;Card;TXN105944
8/1/2022;Marketing;Marketing;North;42953;51419;Card;TXN105982
24/10/2021;HR;Marketing;North;131451;114358;Cash;TXN106040
28/9/2023;IT;Marketing;North;89507;121043;Bank Transfer;TXN106052
11/9/2022;HR;Marketing;North;115479;156935;Card;TXN106065
5/8/2023;Marketing;Marketing;North;18718;115511;UPI;TXN106092
18/9/2022;IT;Marketing;North;66714;30974;Card;TXN106121
22/8/2021;HR;Marketing;North;126363;157888;Bank Transfer;TXN106143
26/6/2022;Operations;Marketing;North;51893;144597;UPI;TXN106146
3/3/2021;Marketing;Marketing;North;54733;117578;UPI;TXN106156
26/3/2022;HR;Marketing;North;78885;41485;UPI;TXN106189
18/6/2022;Finance;Marketing;North;124624;123937;Card;TXN106231
15/4/2023;IT;Marketing;North;59877;77650;UPI;TXN106284
29/1/2021;Finance;Marketing;North;47739;18091;Cash;TXN106297
8/4/2023;HR;Marketing;North;116844;142873;Card;TXN106302
18/6/2023;Finance;Marketing;North;79901;38968;Bank Transfer;TXN106330
8/8/2021;HR;Marketing;North;74213;54138;UPI;TXN106348
30/3/2022;Operations;Marketing;North;40900;157587;UPI;TXN106366
22/4/2023;Finance;Marketing;North;123264;22095;Bank Transfer;TXN106443
15/10/2023;Marketing;Marketing;North;147652;32478;Cash;TXN106450
8/2/2022;IT;Marketing;North;123581;22768;Cash;TXN106458
26/9/2022;Finance;Marketing;North;126564;164121;Bank Transfer;TXN106476
19/2/2022;Marketing;Marketing;North;95947;139407;Bank Transfer;TXN106506
31/8/2021;Finance;Marketing;North;131356;83610;UPI;TXN106545
27/2/2021;Operations;Marketing;North;99381;12170;Card;TXN106625
14/1/2022;Operations;Marketing;North;20090;47550;Cash;TXN106649
3/2/2023;Finance;Marketing;North;94027;83112;UPI;TXN106675
27/8/2021;HR;Marketing;North;126379;164521;Cash;TXN106701
1/11/2023;HR;Marketing;North;104697;143419;UPI;TXN106713
19/6/2023;Finance;Marketing;North;87599;93874;Bank Transfer;TXN106723
2/4/2022;Finance;Marketing;North;112229;26481;UPI;TXN106746
2/4/2021;Marketing;Marketing;North;76759;163830;UPI;TXN106941
12/12/2023;Marketing;Marketing;North;33199;149006;Cash;TXN106947
2/7/2022;Operations;Marketing;North;37369;78691;Card;TXN107032
10/11/2021;Marketing;Marketing;North;92964;10021;Bank Transfer;TXN107038
12/3/2021;Marketing;Marketing;North;112025;82283;Cash;TXN107054
14/3/2022;IT;Marketing;North;41568;47970;Bank Transfer;TXN107081
26/2/2022;HR;Marketing;North;137678;75144;Bank Transfer;TXN107083
16/4/2021;HR;Marketing;North;44673;58074;Cash;TXN107101
21/11/2023;IT;Marketing;North;102729;87754;Bank Transfer;TXN107307
16/4/2023;Marketing;Marketing;North;132841;25013;UPI;TXN107337
14/2/2022;Marketing;Marketing;North;102227;106083;Cash;TXN107344
26/12/2023;HR;Marketing;North;44096;135404;Card;TXN107394
4/11/2022;Marketing;Marketing;North;125130;168331;Card;TXN107543
24/6/2023;Finance;Marketing;North;139497;86457;Cash;TXN107559
28/2/2023;HR;Marketing;North;103526;63572;Card;TXN107563
27/8/2022;Operations;Marketing;North;34122;55614;Card;TXN107591
9/3/2022;IT;Marketing;North;34311;143712;UPI;TXN107614
13/11/2023;Marketing;Marketing;North;45935;130502;Cash;TXN107635
12/11/2022;Finance;Marketing;North;63349;50782;Bank Transfer;TXN107639
29/3/2021;Marketing;Marketing;North;76919;141485;Cash;TXN107761
2/3/2021;Operations;Marketing;North;123035;28666;Card;TXN107767
20/7/2022;HR;Marketing;North;49277;43258;Bank Transfer;TXN107839
24/4/2022;HR;Marketing;North;63678;85045;UPI;TXN107876
1/5/2021;Marketing;Marketing;North;110508;64666;Card;TXN107945
12/6/2023;Marketing;Marketing;North;134932;154101;Bank Transfer;TXN107967
12/12/2022;Marketing;Marketing;North;26159;31376;Card;TXN107972
4/6/2023;Finance;Marketing;North;50071;107605;UPI;TXN108058
25/6/2022;Operations;Marketing;North;84006;41026;Card;TXN108070
18/4/2022;IT;Marketing;North;137219;62553;Card;TXN108096
29/11/2021;Finance;Marketing;North;61411;19984;Card;TXN108123
11/8/2021;Finance;Marketing;North;108911;95937;Card;TXN108167
12/4/2022;Operations;Marketing;North;15290;9699;UPI;TXN108239
13/5/2021;Marketing;Marketing;North;132274;161420;Card;TXN108442
4/1/2023;HR;Marketing;North;146759;164591;Bank Transfer;TXN108448
16/11/2021;IT;Marketing;North;130909;83224;Cash;TXN108464
1/2/2023;Marketing;Marketing;North;146540;62721;Cash;TXN108553
11/3/2023;IT;Marketing;North;114673;24549;Cash;TXN108733
9/8/2022;Finance;Marketing;North;139579;15014;Card;TXN108761
7/11/2021;HR;Marketing;North;24066;165066;UPI;TXN108807
26/2/2021;IT;Marketing;North;87270;49450;Card;TXN108832
21/6/2021;HR;Marketing;North;61642;77394;Card;TXN109010
13/12/2022;Marketing;Marketing;North;128452;61871;Card;TXN109011
6/4/2021;Finance;Marketing;North;25545;73564;UPI;TXN109165
9/9/2023;IT;Marketing;North;24828;69075;UPI;TXN109315
17/7/2021;Marketing;Marketing;North;62347;163387;Cash;TXN109392
22/11/2023;Operations;Marketing;North;91518;135106;Bank Transfer;TXN109410
6/6/2021;IT;Marketing;North;59326;98440;Bank Transfer;TXN109430
21/1/2021;Marketing;Marketing;North;133555;153262;Card;TXN109464
9/9/2021;Operations;Marketing;North;115390;128844;UPI;TXN109542
20/4/2021;HR;Marketing;North;31585;124753;Bank Transfer;TXN109581
22/12/2021;HR;Marketing;North;134426;66173;Card;TXN109615
17/2/2022;Operations;Marketing;North;132625;39350;Bank Transfer;TXN109645
17/11/2023;HR;Marketing;North;127466;127502;UPI;TXN109711
8/7/2022;Marketing;Marketing;North;115287;117762;Bank Transfer;TXN109728
13/7/2022;Marketing;Marketing;North;54007;14415;Card;TXN109731
5/8/2023;Operations;Marketing;North;44520;38434;Bank Transfer;TXN109796
4/4/2023;IT;Marketing;North;41572;77100;UPI;TXN109811
11/1/2021;IT;Marketing;North;139666;71185;Bank Transfer;TXN109817
30/8/2023;Operations;Marketing;North;40426;141865;Bank Transfer;TXN109894
24/8/2022;Operations;Marketing;North;82889;81952;Cash;TXN109941
17/3/2023;Operations;Marketing;North;66058;116521;Card;TXN109967
16/8/2023;Finance;Training;North;46166;24308;Bank Transfer;TXN100027
12/4/2023;Sales;Training;North;144078;83304;Bank Transfer;TXN100029
30/8/2021;Marketing;Training;North;94903;29787;UPI;TXN100038
23/10/2023;IT;Training;North;93800;73939;UPI;TXN100048
19/8/2021;Finance;Training;North;101513;54790;Card;TXN100083
18/5/2022;Sales;Training;North;24658;33368;Cash;TXN100103
2/1/2021;Marketing;Training;North;77690;123990;Cash;TXN100187
16/6/2023;Finance;Training;North;79459;77850;Cash;TXN100188
11/9/2021;HR;Training;North;41558;116519;Cash;TXN100189
21/10/2022;HR;Training;North;43186;152297;Bank Transfer;TXN100237
29/1/2023;HR;Training;North;36654;12581;Bank Transfer;TXN100271
28/12/2022;IT;Training;North;39969;52569;Cash;TXN100288
3/4/2023;IT;Training;North;136004;64662;Bank Transfer;TXN100313
1/7/2023;Sales;Training;North;92927;110047;Cash;TXN100349
18/10/2023;HR;Training;North;17374;144830;Card;TXN100396
10/12/2022;Marketing;Training;North;81772;139239;Card;TXN100524
2/4/2022;HR;Training;North;128160;72756;Card;TXN100556
6/5/2021;Sales;Training;North;47711;46746;Cash;TXN100613
8/10/2021;IT;Training;North;141988;165906;Card;TXN100622
6/12/2023;Finance;Training;North;42811;109627;Bank Transfer;TXN100638
2/6/2023;Sales;Training;North;24163;28581;Bank Transfer;TXN100668
29/11/2023;Sales;Training;North;104317;90728;Card;TXN100680
30/11/2021;HR;Training;North;71651;149162;Bank Transfer;TXN100761
24/2/2022;Sales;Training;North;53159;36638;Cash;TXN100856
9/11/2021;HR;Training;North;128763;77370;Cash;TXN100866
10/8/2023;Sales;Training;North;73575;69528;Card;TXN100905
13/8/2022;Marketing;Training;North;43696;121792;Card;TXN100915
24/4/2021;Sales;Training;North;54215;102111;Bank Transfer;TXN100920
24/2/2021;Finance;Training;North;70519;38591;UPI;TXN100929
27/5/2021;IT;Training;North;105330;123455;Card;TXN100956
16/3/2023;Marketing;Training;North;78625;136538;Cash;TXN100969
15/8/2023;HR;Training;North;74481;63242;Card;TXN101060
10/8/2023;HR;Training;North;82812;163363;Card;TXN101181
13/5/2021;HR;Training;North;58303;155557;Bank Transfer;TXN101223
22/12/2021;Sales;Training;North;102955;51155;Bank Transfer;TXN101233
16/9/2023;HR;Training;North;135045;166212;Bank Transfer;TXN101253
12/3/2023;Marketing;Training;North;105983;90518;Cash;TXN101363
6/6/2023;Sales;Training;North;82501;135982;Cash;TXN101374
7/11/2021;Marketing;Training;North;85924;13290;Card;TXN101533
24/4/2021;Marketing;Training;North;64714;74167;Cash;TXN101535
31/10/2021;HR;Training;North;136633;46037;Cash;TXN101588
1/12/2022;HR;Training;North;145294;67070;Cash;TXN101681
1/6/2022;Marketing;Training;North;71581;53621;Card;TXN101699
5/9/2023;IT;Training;North;141305;19773;Cash;TXN101739
6/8/2023;Sales;Training;North;109770;32305;Card;TXN101772
2/4/2023;Sales;Training;North;34053;150003;Card;TXN101782
15/11/2023;HR;Training;North;10169;37756;Card;TXN101793
28/4/2022;Finance;Training;North;32463;131188;UPI;TXN101840
30/8/2021;Sales;Training;North;114528;49361;UPI;TXN101858
25/3/2022;IT;Training;North;37254;105403;Cash;TXN101908
25/3/2022;Marketing;Training;North;82113;38649;Bank Transfer;TXN102015
24/5/2023;Finance;Training;North;147994;135304;Cash;TXN102016
21/8/2022;Sales;Training;North;121992;159560;Cash;TXN102028
26/10/2022;Sales;Training;North;77096;112418;Cash;TXN102074
19/1/2021;Sales;Training;North;35822;116456;Cash;TXN102079
17/10/2023;Sales;Training;North;38940;62596;Cash;TXN102090
30/12/2023;Marketing;Training;North;142730;40562;Cash;TXN102149
6/9/2022;Marketing;Training;North;147232;16369;UPI;TXN102360
2/2/2022;Finance;Training;North;67853;10480;Bank Transfer;TXN102374
10/8/2021;Finance;Training;North;52202;132082;Card;TXN102388
26/1/2021;HR;Training;North;76280;157235;UPI;TXN102419
9/7/2022;Finance;Training;North;60232;169146;Card;TXN102455
29/7/2021;HR;Training;North;72841;29889;UPI;TXN102507
27/4/2023;Marketing;Training;North;41346;77141;Cash;TXN102532
7/1/2021;Finance;Training;North;44979;111453;Bank Transfer;TXN102542
21/11/2021;Finance;Training;North;128525;14930;Cash;TXN102553
8/10/2022;Sales;Training;North;50378;162108;Bank Transfer;TXN102575
20/10/2023;HR;Training;North;16099;58617;Bank Transfer;TXN102638
12/6/2021;IT;Training;North;145285;68819;Cash;TXN102652
13/7/2021;HR;Training;North;147536;141235;Card;TXN102675
2/8/2022;Sales;Training;North;123384;23172;UPI;TXN102684
2/7/2021;Finance;Training;North;105439;113847;Card;TXN102729
3/11/2023;IT;Training;North;126640;127590;Cash;TXN102783
18/5/2023;HR;Training;North;51775;13196;Bank Transfer;TXN102829
8/5/2023;HR;Training;North;64645;114642;UPI;TXN102841
4/10/2021;Sales;Training;North;37809;31257;Bank Transfer;TXN102916
12/5/2021;Marketing;Training;North;95801;51513;Card;TXN103025
2/3/2023;HR;Training;North;21736;53139;Cash;TXN103026
9/2/2021;HR;Training;North;111558;8737;Bank Transfer;TXN103041
9/3/2022;Finance;Training;North;125605;86784;Card;TXN103047
1/8/2021;Finance;Training;North;18498;104207;Bank Transfer;TXN103078
29/12/2023;HR;Training;North;30402;24833;Card;TXN103169
1/11/2023;Sales;Training;North;71265;66989;Bank Transfer;TXN103411
5/8/2023;HR;Training;North;132023;161339;UPI;TXN103461
12/6/2023;Finance;Training;North;129157;153019;Card;TXN103596
20/9/2022;Sales;Training;North;92260;78441;UPI;TXN103697
26/12/2021;Finance;Training;North;130605;143416;Bank Transfer;TXN103740
1/3/2023;HR;Training;North;23830;37735;UPI;TXN103773
1/12/2022;HR;Training;North;98719;21869;Cash;TXN103926
12/7/2023;HR;Training;North;126934;94058;Card;TXN103940
